concept,concept_type,name_short,name,name_catalog,description,tags,unit,domain,indicator_url
ae_ton_transp,measure,Växthusgasutsläpp,Växthusgasutsläpp (Transport och magasinering (tusen ton)),Transport och magasinering ,Utsläpp av växthusgaser per bransch ingår i miljöräkenskaperna och avser utsläpp genererade från ekonomiska aktörer Miljöräkenskaper syftar till att sammanfatta och beskriva miljöpåverkan från ekonomiska aktiviteter och utveckling. Miljöräkenskaper avseende utsläpp till luft regleras av EU förordningen 691/20111 för EU länder. Samtliga länder ska följa standarder som anges i FN:s System of Environmental- Economic Accounting – Central Framework (2012).,utsl_tusen,tusen ton,,
ae_ton_water,measure,Växthusgasutsläpp,Växthusgasutsläpp (Vattenförsörjning: avlopp: avfallshantering och sanering (tusen ton)),Vattenförsörjning: avlopp: avfallshantering och sanering ,Utsläpp av växthusgaser per bransch ingår i miljöräkenskaperna och avser utsläpp genererade från ekonomiska aktörer Miljöräkenskaper syftar till att sammanfatta och beskriva miljöpåverkan från ekonomiska aktiviteter och utveckling. Miljöräkenskaper avseende utsläpp till luft regleras av EU förordningen 691/20111 för EU länder. Samtliga länder ska följa standarder som anges i FN:s System of Environmental- Economic Accounting – Central Framework (2012).,utsl_tusen,tusen ton,,
ae_ton_wat_trans,measure,Växthusgasutsläpp,Växthusgasutsläpp (Vattentransport (tusen ton)),Vattentransport ,Utsläpp av växthusgaser per bransch ingår i miljöräkenskaperna och avser utsläpp genererade från ekonomiska aktörer Miljöräkenskaper syftar till att sammanfatta och beskriva miljöpåverkan från ekonomiska aktiviteter och utveckling. Miljöräkenskaper avseende utsläpp till luft regleras av EU förordningen 691/20111 för EU länder. Samtliga länder ska följa standarder som anges i FN:s System of Environmental- Economic Accounting – Central Framework (2012).,utsl_tusen,tusen ton,,
ae_ton_retail,measure,Växthusgasutsläpp,Växthusgasutsläpp (Detaljhandel: reparation av motorfordon och motorcyklar (tusen ton)),Detaljhandel: reparation av motorfordon och motorcyklar ,Utsläpp av växthusgaser per bransch ingår i miljöräkenskaperna och avser utsläpp genererade från ekonomiska aktörer Miljöräkenskaper syftar till att sammanfatta och beskriva miljöpåverkan från ekonomiska aktiviteter och utveckling. Miljöräkenskaper avseende utsläpp till luft regleras av EU förordningen 691/20111 för EU länder. Samtliga länder ska följa standarder som anges i FN:s System of Environmental- Economic Accounting – Central Framework (2012).,utsl_tusen,tusen ton,,
chain_out_air,measure,Produktionsvärde,Produktionsvärde (Lufttransport (miljoner nationell valuta (fasta priser))),Lufttransport ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_prod,miljoner nationell valuta (fasta priser),,
chain_out_land,measure,Produktionsvärde,Produktionsvärde (Landtransport och transport via rörledningar (miljoner nationell valuta (fasta priser))),Landtransport och transport via rörledningar ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_prod,miljoner nationell valuta (fasta priser),,
chain_out_transp,measure,Produktionsvärde,Produktionsvärde (Transport och magasinering (miljoner nationell valuta (fasta priser))),Transport och magasinering ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_prod,miljoner nationell valuta (fasta priser),,
chain_out_water,measure,Produktionsvärde,Produktionsvärde (Vattentransport (miljoner nationell valuta (fasta priser))),Vattentransport ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_prod,miljoner nationell valuta (fasta priser),,
chain_value_air,measure,Förädlingsvärde,Förädlingsvärde (Lufttransport (miljoner nationell valuta (fasta priser))),Lufttransport ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_foradl,miljoner nationell valuta (fasta priser),,
chain_value_land,measure,Förädlingsvärde,Förädlingsvärde (Landtransport och transport via rörledningar (miljoner nationell valuta (fasta priser))),Landtransport och transport via rörledningar ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_foradl,miljoner nationell valuta (fasta priser),,
chain_value_transp,measure,Förädlingsvärde,Förädlingsvärde (Transport och magasinering (miljoner nationell valuta (fasta priser))),Transport och magasinering ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_foradl,miljoner nationell valuta (fasta priser),,
chain_value_water,measure,Förädlingsvärde,Förädlingsvärde (Vattentransport (miljoner nationell valuta (fasta priser))),Vattentransport ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_foradl,miljoner nationell valuta (fasta priser),,
dev_inv_cap,measure,Miljöpatent per capita,Miljöpatent per capita (antal patent / 1000),Miljöpatent per capita,Patent är baserat på antalet prioriterade patentansökningar (enkla patentfamiljer) efter uppfinnarens bosättningsland med en patentfamiljsstorlek på två eller fler (uppfinningar med högt värde)  Källa: OECD,invest,antal patent / 1000,,
emp_fte_air,measure,Sysselsatta,Sysselsatta (Lufttransport (heltidsekvivalenter)),Lufttransport ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_syssels,heltidsekvivalenter,,
emp_fte_land,measure,Sysselsatta,Sysselsatta (Landtransport och transport via rörledningar (heltidsekvivalenter)),Landtransport och transport via rörledningar ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_syssels,heltidsekvivalenter,,
emp_fte_water,measure,Sysselsatta,Sysselsatta (Vattentransport (heltidsekvivalenter)),Vattentransport ,Transportsektorn består av branscherna: H49 landtransportföretag: rörtransportföretag: H50 rederier och H51 flygbolag. Variablerna är hämtade från miljö- och nationalräkenskaperna.,transp_syssels,heltidsekvivalenter,,
ent_nr_food,measure,Antal företag,Antal företag (Hotell- och restaurangverksamhet (antal)),Hotell- och restaurangverksamhet ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
ent_nr_admin,measure,Antal företag,Antal företag (Förvaltnings- och stödtjänster (antal)),Förvaltnings- och stödtjänster ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
ent_nr_arts,measure,Antal företag,Antal företag (Konst och underhållning (antal)),Konst och underhållning ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
ent_nr_const,measure,Antal företag,Antal företag (Byggnation (antal)),Byggnation ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
ent_nr_edu,measure,Antal företag,Antal företag (Utbildning (antal)),Utbildning ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
ent_nr_elec,measure,Antal företag,Antal företag (El- gas- ång- och luftkonditionering (antal)),El- gas- ång- och luftkonditionering ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
ent_nr_finance,measure,Antal företag,Antal företag (Finans- och försäkringsverksamhet (antal)),Finans- och försäkringsverksamhet ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
ent_nr_health,measure,Antal företag,Antal företag (Hälso- och sjukvård samt socialt arbete (antal)),Hälso- och sjukvård samt socialt arbete ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
ent_nr_info,measure,Antal företag,Antal företag (Information och kommunikation (antal)),Information och kommunikation ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
ent_nr_manu,measure,Antal företag,Antal företag (Tillverkningsindustrin (antal)),Tillverkningsindustrin ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
ent_nr_mine,measure,Antal företag,Antal företag (Gruv- och stenbrottsverksamhet (antal)),Gruv- och stenbrottsverksamhet ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
ent_nr_prof,measure,Antal företag,Antal företag (Yrkesmässig: vetenskaplig och teknisk verksamhet (antal)),Yrkesmässig: vetenskaplig och teknisk verksamhet ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
ent_nr_real,measure,Antal företag,Antal företag (Fastighetsverksamhet (antal)),Fastighetsverksamhet ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
ent_nr_transp,measure,Antal företag,Antal företag (Transport och magasinering (antal)),Transport och magasinering ,Om ett företag är verksamt inom mer än 1 näringsgren kommer all information om detta företag t.ex. förädlingsvärde och omsättning som det genererar att klassificeras under dess huvudsakliga verksamhet. Den huvudsakliga verksamheten är den som genererar det största förädlingsvärdet för företaget.,ant_foretag,antal,,
